poi_id,name,destination,category,subcategory,description,tags,latitude,longitude,price_level,rating,review_count,popularity,expected_duration,opening_time,closing_time,reservation_required,family_friendly,public_transport_access,tourist_level
P0385,Central Market Goa 385,Goa,shopping,mall,"A mall in Goa focused on local, market, souvenirs, shopping.",local|market|souvenirs|shopping,15.516769,74.10754,1,3.82,2153,1.0,120,09:00,19:00,False,True,True,0.441
P0386,Cultural History Museum Bengaluru 386,Bengaluru,museum,cultural,"A cultural in Bengaluru focused on history, education, culture, museum.",history|education|culture|museum,12.914435,77.473422,4,4.42,124,0.5,90,11:00,22:00,False,False,True,0.171
P0387,Historic Heritage Site Delhi 387,Delhi,historical,palace,"A palace in Delhi focused on architecture, history.",architecture|history,28.58663,76.866304,4,4.38,786,0.611,60,10:00,17:00,False,True,True,0.406
P0388,Modern Cultural Pune 388,Pune,museum,history_museum,"A history museum in Pune focused on education, museum, history.",education|museum|history,18.606759,73.834351,4,4.38,37,0.236,120,10:00,17:00,False,True,True,0.587
P0389,Cultural Science Bengaluru 389,Bengaluru,museum,history_museum,"A history museum in Bengaluru focused on history, museum, culture.",history|museum|culture,13.001429,77.588281,1,3.77,181,0.55,150,11:00,20:00,True,True,True,0.96
P0390,Art History Museum Pune 390,Pune,museum,art,"A art in Pune focused on education, history, museum, culture.",education|history|museum|culture,18.564399,73.909232,2,4.07,515,0.77,120,08:00,21:00,False,False,True,0.068
P0391,Central Market Pune 391,Pune,shopping,street_market,"A street market in Pune focused on souvenirs, shopping, local, market.",souvenirs|shopping|local|market,18.499057,73.891124,1,4.18,49,0.403,30,10:00,20:00,True,True,True,0.413
P0392,Cultural Science Pune 392,Pune,museum,science,"A science in Pune focused on culture, history.",culture|history,18.478807,73.801111,4,4.27,509,0.68,30,10:00,18:00,True,True,True,0.354
P0393,Local Local Area Goa 393,Goa,neighborhood,local_area,"A local area in Goa focused on neighborhood, authentic, culture, local.",neighborhood|authentic|culture|local,15.270751,73.819811,3,4.35,895,0.641,90,11:00,17:00,False,True,True,0.892
P0394,National Art Mumbai 394,Mumbai,museum,science,"A science in Mumbai focused on culture, museum, history, education.",culture|museum|history|education,19.098886,72.906094,2,4.48,424,0.603,90,11:00,17:00,True,True,False,0.325
P0395,Grand Nightlife Pune 395,Pune,entertainment,theater,"A theater in Pune focused on nightlife, experience, entertainment.",nightlife|experience|entertainment,18.569574,73.917898,3,4.07,33,0.234,150,08:00,19:00,True,False,False,0.739
P0396,Urban Adventure Mumbai 396,Mumbai,activity,walking_tour,"A walking tour in Mumbai focused on interactive, experience, activity, fun.",interactive|experience|activity|fun,19.122309,73.092874,3,4.29,313,0.429,120,10:00,17:00,False,True,False,0.628
P0397,Old Local Area Mumbai 397,Mumbai,neighborhood,food_district,"A food district in Mumbai focused on local, culture, authentic, neighborhood.",local|culture|authentic|neighborhood,19.166863,72.938346,1,4.22,52,0.358,180,11:00,21:00,False,True,False,0.712
P0398,Family Workshop Bengaluru 398,Bengaluru,activity,workshop,"A workshop in Bengaluru focused on fun, interactive.",fun|interactive,12.983373,77.516456,3,3.61,865,0.637,180,10:00,22:00,True,False,False,0.085
P0399,Riverside Waterfall Pune 399,Pune,nature,garden,"A garden in Pune focused on relaxation, nature, scenic, outdoor.",relaxation|nature|scenic|outdoor,18.472189,73.80547,1,4.08,554,0.659,150,08:00,18:00,False,True,True,0.547
P0400,Grand Local Crafts Pune 400,Pune,shopping,local_crafts,"A local crafts in Pune focused on shopping, local, market, souvenirs.",shopping|local|market|souvenirs,18.450391,73.835423,3,4.11,253,0.362,120,11:00,20:00,False,False,False,0.263
P0401,City Nightlife Delhi 401,Delhi,entertainment,theater,"A theater in Delhi focused on entertainment, nightlife.",entertainment|nightlife,28.451548,76.947304,2,4.52,131,0.627,90,08:00,18:00,True,True,True,0.644
P0402,Local Local Restaurant Bengaluru 402,Bengaluru,food,street_food,"A street food in Bengaluru focused on food, neighborhood, local.",food|neighborhood|local,13.102152,77.524146,3,4.14,140,0.452,45,08:00,21:00,False,False,True,0.6
P0403,Cultural Local Area Pune 403,Pune,neighborhood,old_town,"A old town in Pune focused on local, neighborhood.",local|neighborhood,18.628017,73.888673,1,3.9,168,0.376,150,11:00,17:00,True,True,True,0.857
P0404,Artisan Cultural District Delhi 404,Delhi,neighborhood,cultural_district,"A cultural district in Delhi focused on local, neighborhood, culture, authentic.",local|neighborhood|culture|authentic,28.709375,77.243737,4,4.2,137,0.58,120,08:00,19:00,False,False,True,0.541
P0405,Heritage Monument Pune 405,Pune,historical,fort,"A fort in Pune focused on heritage, architecture.",heritage|architecture,18.569035,73.763509,3,4.67,83,0.395,90,11:00,18:00,True,False,True,0.346
P0406,City Science Goa 406,Goa,museum,history_museum,"A history museum in Goa focused on education, museum, history.",education|museum|history,15.43781,74.001665,1,4.02,144,0.349,180,08:00,20:00,False,False,True,0.241
P0407,Metro Live Music Mumbai 407,Mumbai,entertainment,nightlife,"A nightlife in Mumbai focused on nightlife, experience, social, entertainment.",nightlife|experience|social|entertainment,19.109917,72.865901,3,4.75,309,0.433,90,08:00,20:00,True,True,True,0.269
P0408,City Cinema Mumbai 408,Mumbai,entertainment,theater,"A theater in Mumbai focused on social, entertainment, experience.",social|entertainment|experience,19.182545,72.881569,1,4.56,41,0.272,30,08:00,18:00,False,True,True,0.777
P0409,Green Beach Mumbai 409,Mumbai,nature,beach,"A beach in Mumbai focused on outdoor, relaxation, nature, scenic.",outdoor|relaxation|nature|scenic,18.960951,73.059884,2,4.22,711,0.538,180,10:00,17:00,True,False,True,0.798
P0410,Local Market Mumbai 410,Mumbai,shopping,local_crafts,"A local crafts in Mumbai focused on local, market, souvenirs, shopping.",local|market|souvenirs|shopping,18.984052,73.033321,1,4.14,878,0.653,45,09:00,18:00,False,False,True,0.458
P0411,Nature Beach Delhi 411,Delhi,nature,beach,"A beach in Delhi focused on scenic, nature.",scenic|nature,28.686876,77.01384,4,3.87,1327,0.864,30,11:00,22:00,False,True,True,0.888
P0412,Grand Nightlife Bengaluru 412,Bengaluru,entertainment,live_music,"A live music in Bengaluru focused on experience, nightlife, social, entertainment.",experience|nightlife|social|entertainment,12.946547,77.562164,3,5.0,158,0.525,150,08:00,18:00,True,True,False,0.426
P0413,Cultural Science Bengaluru 413,Bengaluru,museum,science,"A science in Bengaluru focused on education, culture.",education|culture,12.926359,77.475428,3,3.9,1399,0.905,30,11:00,21:00,False,True,True,0.439
P0414,Local Old Town Goa 414,Goa,neighborhood,local_area,"A local area in Goa focused on local, neighborhood, authentic, culture.",local|neighborhood|authentic|culture,15.321826,73.816895,1,4.81,130,0.574,45,08:00,17:00,True,True,True,0.237
P0415,Local Local Crafts Goa 415,Goa,shopping,street_market,"A street market in Goa focused on market, shopping, local, souvenirs.",market|shopping|local|souvenirs,15.532257,74.198998,3,3.91,174,0.548,90,11:00,21:00,False,True,True,0.99
P0416,Lakeside Waterfall Mumbai 416,Mumbai,nature,waterfall,"A waterfall in Mumbai focused on relaxation, scenic, outdoor, nature.",relaxation|scenic|outdoor|nature,19.066053,72.930539,1,3.49,81,0.321,45,11:00,22:00,False,True,False,0.079
P0417,Traditional Food Experience Goa 417,Goa,food,food_experience,"A food experience in Goa focused on food, neighborhood, authentic.",food|neighborhood|authentic,15.574161,74.117149,4,3.65,97,0.493,150,10:00,19:00,False,True,True,0.182
P0418,Hill Beach Bengaluru 418,Bengaluru,nature,garden,"A garden in Bengaluru focused on nature, outdoor, scenic.",nature|outdoor|scenic,12.869113,77.56593,3,4.08,324,0.382,30,09:00,17:00,False,True,True,0.239
P0419,Green Garden Mumbai 419,Mumbai,nature,beach,"A beach in Mumbai focused on scenic, relaxation.",scenic|relaxation,19.130849,72.774493,1,4.8,73,0.333,180,11:00,20:00,True,True,True,0.504
P0420,Art Cultural Mumbai 420,Mumbai,museum,history_museum,"A history museum in Mumbai focused on history, museum, culture, education.",history|museum|culture|education,19.008415,73.036264,4,4.54,189,0.408,30,09:00,20:00,True,True,False,0.55
P0421,Royal Cinema Bengaluru 421,Bengaluru,entertainment,cinema,"A cinema in Bengaluru focused on nightlife, experience, social.",nightlife|experience|social,13.071187,77.536374,4,4.08,549,0.666,180,09:00,20:00,True,False,True,0.485
P0422,Street Cafe Bengaluru 422,Bengaluru,food,cafe,"A cafe in Bengaluru focused on authentic, neighborhood, local, food.",authentic|neighborhood|local|food,13.115663,77.49738,4,3.59,387,0.498,180,08:00,19:00,True,True,False,0.36
P0423,Hill Park Goa 423,Goa,nature,park,"A park in Goa focused on relaxation, outdoor, scenic, nature.",relaxation|outdoor|scenic|nature,15.434867,73.736598,2,4.17,441,0.546,30,10:00,17:00,False,True,True,0.491
P0424,Riverside Waterfall Pune 424,Pune,nature,garden,"A garden in Pune focused on outdoor, nature.",outdoor|nature,18.478051,73.914085,1,4.23,4658,1.0,30,11:00,18:00,True,False,True,0.196
P0425,Street Local Restaurant Mumbai 425,Mumbai,food,cafe,"A cafe in Mumbai focused on local, food, authentic, neighborhood.",local|food|authentic|neighborhood,19.05472,72.766715,1,3.81,129,0.458,30,11:00,18:00,False,True,True,0.137
P0426,Family Family Activity Pune 426,Pune,activity,workshop,"A workshop in Pune focused on experience, fun.",experience|fun,18.585992,73.762634,2,3.82,125,0.263,120,08:00,19:00,False,True,True,0.938
P0427,Green Waterfall Pune 427,Pune,nature,waterfall,"A waterfall in Pune focused on relaxation, scenic.",relaxation|scenic,18.471177,73.814674,3,3.81,1019,0.653,45,11:00,18:00,True,False,True,0.401
P0428,Old Town Market Bengaluru 428,Bengaluru,shopping,local_crafts,"A local crafts in Bengaluru focused on local, souvenirs, shopping, market.",local|souvenirs|shopping|market,13.144931,77.480544,4,4.74,123,0.53,180,09:00,19:00,True,False,True,0.979
P0429,Traditional Food Experience Goa 429,Goa,food,food_experience,"A food experience in Goa focused on local, neighborhood.",local|neighborhood,15.402949,74.020296,1,3.73,430,0.596,30,10:00,18:00,False,False,True,0.107
P0430,Lakeside Beach Goa 430,Goa,nature,waterfall,"A waterfall in Goa focused on relaxation, scenic.",relaxation|scenic,15.400299,74.021019,3,3.85,522,0.474,60,08:00,21:00,False,True,False,0.763
P0431,Lakeside Waterfall Goa 431,Goa,nature,waterfall,"A waterfall in Goa focused on outdoor, scenic, nature, relaxation.",outdoor|scenic|nature|relaxation,15.465725,74.153316,3,4.19,39,0.291,150,08:00,17:00,False,True,True,0.653
P0432,Historic Heritage Site Mumbai 432,Mumbai,historical,palace,"A palace in Mumbai focused on heritage, architecture.",heritage|architecture,19.107421,73.040927,1,4.8,2111,1.0,90,10:00,18:00,False,True,True,0.287
P0433,Central Mall Mumbai 433,Mumbai,shopping,local_crafts,"A local crafts in Mumbai focused on souvenirs, shopping, local.",souvenirs|shopping|local,18.928006,73.090394,4,3.82,153,0.408,120,11:00,18:00,False,False,True,0.412
P0434,Modern Cultural Delhi 434,Delhi,museum,history_museum,"A history museum in Delhi focused on education, culture, history.",education|culture|history,28.527188,77.081826,1,4.23,365,0.492,150,11:00,18:00,True,True,True,0.526
P0435,Local Food District Bengaluru 435,Bengaluru,neighborhood,food_district,"A food district in Bengaluru focused on culture, authentic, local.",culture|authentic|local,13.141148,77.561943,4,4.4,2730,1.0,30,11:00,21:00,True,False,False,0.783
P0436,Heritage Street Food Goa 436,Goa,food,food_experience,"A food experience in Goa focused on neighborhood, local.",neighborhood|local,15.620608,74.067832,3,4.02,93,0.464,150,08:00,22:00,False,True,True,0.947
P0437,Modern Cultural Mumbai 437,Mumbai,museum,art,"A art in Mumbai focused on history, culture, museum, education.",history|culture|museum|education,18.940856,72.782307,4,3.48,101,0.277,90,10:00,22:00,False,False,True,0.414
P0438,Historic Heritage Site Pune 438,Pune,historical,monument,"A monument in Pune focused on culture, architecture.",culture|architecture,18.612846,73.803804,3,4.09,2107,1.0,45,11:00,17:00,True,False,True,0.446
P0439,Cultural Cultural Mumbai 439,Mumbai,museum,science,"A science in Mumbai focused on culture, education, museum.",culture|education|museum,18.96524,72.797016,4,3.87,320,0.536,45,09:00,18:00,True,True,False,0.296
P0440,Royal Fort Delhi 440,Delhi,historical,palace,"A palace in Delhi focused on architecture, history.",architecture|history,28.473943,76.892854,3,4.09,1018,0.673,45,11:00,20:00,False,True,True,0.764
P0441,Green Beach Pune 441,Pune,nature,park,"A park in Pune focused on relaxation, outdoor, scenic.",relaxation|outdoor|scenic,18.525133,73.854015,4,5.0,129,0.426,150,10:00,19:00,False,False,True,0.41
P0442,Historic Fort Goa 442,Goa,historical,fort,"A fort in Goa focused on heritage, history, architecture, culture.",heritage|history|architecture|culture,15.432768,74.049154,2,3.88,856,0.708,120,11:00,21:00,False,True,False,0.96
P0443,Hidden Local Restaurant Goa 443,Goa,food,street_food,"A street food in Goa focused on neighborhood, authentic, local.",neighborhood|authentic|local,15.521172,73.816779,3,4.41,2244,1.0,90,08:00,22:00,False,True,True,0.876
P0444,City Live Music Mumbai 444,Mumbai,entertainment,cinema,"A cinema in Mumbai focused on experience, entertainment, social, nightlife.",experience|entertainment|social|nightlife,19.005472,72.985572,4,4.36,158,0.521,45,09:00,18:00,True,False,True,0.15
P0445,Cultural Food District Goa 445,Goa,neighborhood,old_town,"A old town in Goa focused on local, culture, authentic.",local|culture|authentic,15.33815,73.828814,4,4.37,925,0.666,150,10:00,18:00,False,False,True,0.662
P0446,Old Old Town Delhi 446,Delhi,neighborhood,cultural_district,"A cultural district in Delhi focused on local, authentic.",local|authentic,28.517065,76.907845,3,4.47,449,0.685,45,08:00,21:00,False,False,False,0.598
P0447,Hill Waterfall Pune 447,Pune,nature,garden,"A garden in Pune focused on outdoor, scenic, nature.",outdoor|scenic|nature,18.64597,73.813929,1,4.58,995,0.815,120,11:00,19:00,True,False,False,0.525
P0448,Grand Street Market Delhi 448,Delhi,shopping,street_market,"A street market in Delhi focused on shopping, market, local, souvenirs.",shopping|market|local|souvenirs,28.674118,77.274564,1,4.72,532,0.571,180,11:00,22:00,False,True,True,0.408
P0449,Riverside Beach Mumbai 449,Mumbai,nature,park,"A park in Mumbai focused on relaxation, outdoor, nature.",relaxation|outdoor|nature,19.223105,73.021614,1,4.02,291,0.524,60,11:00,22:00,False,True,True,0.118
P0450,Old Old Town Mumbai 450,Mumbai,neighborhood,local_area,"A local area in Mumbai focused on local, culture, neighborhood, authentic.",local|culture|neighborhood|authentic,18.945815,73.013293,2,4.64,91,0.475,90,11:00,19:00,False,True,False,0.236
P0451,Heritage Palace Delhi 451,Delhi,historical,palace,"A palace in Delhi focused on heritage, history, architecture, culture.",heritage|history|architecture|culture,28.562967,77.34135,4,4.27,152,0.345,30,08:00,21:00,False,True,False,0.646
P0452,Royal Heritage Site Pune 452,Pune,historical,palace,"A palace in Pune focused on heritage, architecture, culture, history.",heritage|architecture|culture|history,18.529329,73.810538,4,4.11,1134,1.0,150,11:00,19:00,False,True,True,0.161
P0453,Nature Waterfall Delhi 453,Delhi,nature,park,"A park in Delhi focused on scenic, relaxation, nature.",scenic|relaxation|nature,28.626055,77.343675,2,4.19,258,0.46,150,11:00,19:00,False,True,True,0.913
P0454,Heritage Cafe Bengaluru 454,Bengaluru,food,food_experience,"A food experience in Bengaluru focused on neighborhood, local, authentic, food.",neighborhood|local|authentic|food,13.016818,77.610925,1,3.49,599,0.507,120,09:00,17:00,False,False,True,0.172
P0455,Craft Local Crafts Pune 455,Pune,shopping,market,"A market in Pune focused on market, souvenirs, shopping.",market|souvenirs|shopping,18.466922,73.774943,4,4.39,3281,1.0,150,08:00,18:00,False,False,True,0.794
P0456,Metro Theater Mumbai 456,Mumbai,entertainment,theater,"A theater in Mumbai focused on social, nightlife, entertainment.",social|nightlife|entertainment,19.082933,73.095107,1,3.96,318,0.424,45,09:00,19:00,False,True,True,0.574
P0457,National Science Goa 457,Goa,museum,cultural,"A cultural in Goa focused on culture, history, education.",culture|history|education,15.279744,73.827484,1,4.21,1624,1.0,150,11:00,22:00,True,True,True,0.306
P0458,Modern Science Delhi 458,Delhi,museum,cultural,"A cultural in Delhi focused on history, museum, education.",history|museum|education,28.69647,77.00818,1,4.06,342,0.451,120,08:00,22:00,False,True,True,0.395
P0459,Riverside Beach Mumbai 459,Mumbai,nature,beach,"A beach in Mumbai focused on relaxation, nature.",relaxation|nature,18.903452,72.882005,1,4.37,306,0.418,150,10:00,21:00,False,True,True,0.715
P0460,Historic Fort Delhi 460,Delhi,historical,fort,"A fort in Delhi focused on heritage, culture, architecture.",heritage|culture|architecture,28.501224,77.323255,4,3.9,308,0.541,60,08:00,22:00,False,True,True,0.41
P0461,Green Park Goa 461,Goa,nature,garden,"A garden in Goa focused on relaxation, scenic, outdoor.",relaxation|scenic|outdoor,15.532715,73.791552,3,4.58,71,0.594,120,09:00,19:00,False,True,True,0.782
P0462,Green Garden Pune 462,Pune,nature,park,"A park in Pune focused on scenic, relaxation, outdoor, nature.",scenic|relaxation|outdoor|nature,18.483023,73.761482,4,4.16,105,0.492,150,09:00,20:00,False,False,True,0.556
P0463,Hill Garden Pune 463,Pune,nature,park,"A park in Pune focused on scenic, nature, relaxation, outdoor.",scenic|nature|relaxation|outdoor,18.592832,73.890518,2,4.64,39,0.486,180,09:00,18:00,True,False,True,0.955
P0464,Art Art Bengaluru 464,Bengaluru,museum,science,"A science in Bengaluru focused on culture, education, museum, history.",culture|education|museum|history,13.140919,77.551388,3,3.85,384,0.534,60,09:00,17:00,False,True,True,0.34
P0465,Metro Live Music Bengaluru 465,Bengaluru,entertainment,cinema,"A cinema in Bengaluru focused on nightlife, social, entertainment.",nightlife|social|entertainment,12.956723,77.634659,1,4.8,226,0.464,150,09:00,20:00,False,True,True,0.131
P0466,Ancient Palace Bengaluru 466,Bengaluru,historical,heritage_site,"A heritage site in Bengaluru focused on heritage, culture, architecture.",heritage|culture|architecture,12.852073,77.680834,3,3.85,2338,1.0,90,09:00,21:00,False,True,True,0.847
P0467,Local Local Area Goa 467,Goa,neighborhood,local_area,"A local area in Goa focused on local, authentic.",local|authentic,15.393695,74.135257,3,3.45,17,0.194,90,11:00,22:00,False,True,True,0.951
P0468,Grand Nightlife Bengaluru 468,Bengaluru,entertainment,nightlife,"A nightlife in Bengaluru focused on experience, nightlife, social.",experience|nightlife|social,13.089946,77.664296,2,4.3,133,0.313,30,08:00,18:00,True,True,False,0.275
P0469,Street Cafe Delhi 469,Delhi,food,food_experience,"A food experience in Delhi focused on neighborhood, local.",neighborhood|local,28.594058,76.991112,2,3.64,572,0.695,45,09:00,19:00,False,False,False,0.285
P0470,Old Monument Bengaluru 470,Bengaluru,historical,palace,"A palace in Bengaluru focused on heritage, history, architecture, culture.",heritage|history|architecture|culture,12.906601,77.706462,4,4.21,124,0.28,45,09:00,20:00,True,True,False,0.411
P0471,Riverside Waterfall Mumbai 471,Mumbai,nature,beach,"A beach in Mumbai focused on nature, outdoor, relaxation.",nature|outdoor|relaxation,19.049127,72.771472,3,3.52,697,0.617,60,11:00,18:00,False,True,True,0.1
P0472,Grand Theater Goa 472,Goa,entertainment,theater,"A theater in Goa focused on nightlife, social.",nightlife|social,15.613393,73.750381,3,4.39,217,0.434,30,08:00,22:00,True,True,False,0.365
P0473,Grand Mall Mumbai 473,Mumbai,shopping,street_market,"A street market in Mumbai focused on local, market.",local|market,19.104515,72.780531,1,4.93,67,0.291,150,09:00,18:00,False,False,True,0.569
P0474,Lakeside Beach Bengaluru 474,Bengaluru,nature,waterfall,"A waterfall in Bengaluru focused on scenic, relaxation, outdoor, nature.",scenic|relaxation|outdoor|nature,12.863143,77.507512,4,3.41,106,0.439,30,11:00,17:00,False,True,False,0.801
P0475,Local Street Market Mumbai 475,Mumbai,shopping,market,"A market in Mumbai focused on local, market, souvenirs, shopping.",local|market|souvenirs|shopping,19.234531,72.771278,1,4.08,327,0.409,180,11:00,21:00,False,True,True,0.225
P0476,Traditional Cafe Delhi 476,Delhi,food,food_experience,"A food experience in Delhi focused on authentic, local, food.",authentic|local|food,28.601145,77.21029,3,3.99,373,0.561,45,09:00,17:00,False,True,True,0.945
P0477,Hidden Street Food Goa 477,Goa,food,cafe,"A cafe in Goa focused on local, authentic.",local|authentic,15.645815,73.804986,3,3.54,1383,1.0,60,10:00,17:00,False,False,True,0.177
P0478,Street Cafe Goa 478,Goa,food,local_restaurant,"A local restaurant in Goa focused on food, neighborhood, local.",food|neighborhood|local,15.579573,73.80964,1,4.06,935,0.877,150,11:00,22:00,False,True,True,0.246
P0479,Old Town Street Market Goa 479,Goa,shopping,street_market,"A street market in Goa focused on local, souvenirs, shopping.",local|souvenirs|shopping,15.482666,74.103866,4,4.25,423,0.532,90,08:00,20:00,True,True,False,0.229
P0480,Local Food Experience Goa 480,Goa,food,street_food,"A street food in Goa focused on food, local, authentic.",food|local|authentic,15.315167,73.788867,1,4.36,418,0.555,90,11:00,17:00,False,True,False,0.061
P0481,Local Cafe Bengaluru 481,Bengaluru,food,local_restaurant,"A local restaurant in Bengaluru focused on local, neighborhood, authentic, food.",local|neighborhood|authentic|food,13.097969,77.679034,3,4.39,1205,0.812,150,08:00,17:00,False,True,True,0.371
P0482,Royal Cinema Mumbai 482,Mumbai,entertainment,nightlife,"A nightlife in Mumbai focused on social, entertainment, nightlife.",social|entertainment|nightlife,19.185413,72.857585,3,4.19,572,0.687,30,08:00,17:00,True,True,True,0.845
P0483,Traditional Local Restaurant Mumbai 483,Mumbai,food,cafe,"A cafe in Mumbai focused on authentic, local, food, neighborhood.",authentic|local|food|neighborhood,19.049497,72.801582,4,4.06,1377,0.882,30,09:00,17:00,False,True,True,0.367
P0484,City Art Pune 484,Pune,museum,history_museum,"A history museum in Pune focused on history, museum.",history|museum,18.535726,73.816969,3,3.8,2124,1.0,60,10:00,17:00,False,True,True,0.302
P0485,Cultural Science Mumbai 485,Mumbai,museum,science,"A science in Mumbai focused on museum, history, culture.",museum|history|culture,18.951723,72.906343,3,4.08,43,0.274,60,09:00,18:00,False,True,True,0.507
P0486,Riverside Garden Mumbai 486,Mumbai,nature,garden,"A garden in Mumbai focused on relaxation, scenic, nature, outdoor.",relaxation|scenic|nature|outdoor,19.046531,72.923986,1,4.16,108,0.46,90,09:00,22:00,True,True,True,0.858
P0487,Ancient Heritage Site Mumbai 487,Mumbai,historical,fort,"A fort in Mumbai focused on architecture, heritage.",architecture|heritage,19.218977,72.8763,2,4.48,111,0.566,120,11:00,18:00,True,True,True,0.161
P0488,Cultural Cultural District Pune 488,Pune,neighborhood,old_town,"A old town in Pune focused on local, neighborhood, authentic, culture.",local|neighborhood|authentic|culture,18.460817,73.771202,2,3.9,25,0.334,30,09:00,17:00,True,False,True,0.777
P0489,Old Town Mall Delhi 489,Delhi,shopping,local_crafts,"A local crafts in Delhi focused on shopping, local, souvenirs, market.",shopping|local|souvenirs|market,28.573457,77.018668,1,3.9,13,0.509,30,09:00,21:00,True,True,True,0.951
P0490,Old Town Local Crafts Delhi 490,Delhi,shopping,street_market,"A street market in Delhi focused on souvenirs, shopping.",souvenirs|shopping,28.577101,76.9284,2,3.39,609,0.584,30,09:00,20:00,True,False,True,0.85
P0491,Old Old Town Goa 491,Goa,neighborhood,food_district,"A food district in Goa focused on authentic, local, neighborhood, culture.",authentic|local|neighborhood|culture,15.31593,74.10167,1,4.45,407,0.433,120,10:00,17:00,True,True,True,0.251
P0492,Hill Beach Mumbai 492,Mumbai,nature,park,"A park in Mumbai focused on nature, scenic, outdoor, relaxation.",nature|scenic|outdoor|relaxation,18.984117,72.779764,1,3.66,231,0.397,60,08:00,19:00,False,False,True,0.349
P0493,Ancient Palace Mumbai 493,Mumbai,historical,monument,"A monument in Mumbai focused on heritage, history.",heritage|history,19.04255,73.009508,4,4.1,60,0.399,180,08:00,19:00,True,False,True,0.645
P0494,Cultural Art Mumbai 494,Mumbai,museum,science,"A science in Mumbai focused on education, history, culture.",education|history|culture,19.056618,72.795919,1,4.78,701,0.866,180,11:00,18:00,True,True,True,0.195
P0495,Cultural Science Pune 495,Pune,museum,science,"A science in Pune focused on history, museum.",history|museum,18.559427,73.943789,4,4.0,252,0.423,60,09:00,17:00,False,True,True,0.22
P0496,Grand Mall Bengaluru 496,Bengaluru,shopping,local_crafts,"A local crafts in Bengaluru focused on souvenirs, shopping.",souvenirs|shopping,13.045088,77.492134,3,4.19,21,0.52,90,11:00,21:00,False,True,True,0.853
P0497,Cultural Local Area Pune 497,Pune,neighborhood,food_district,"A food district in Pune focused on local, culture, authentic, neighborhood.",local|culture|authentic|neighborhood,18.502565,73.925107,1,3.99,107,0.302,30,10:00,20:00,True,True,True,0.419
P0498,Royal Nightlife Goa 498,Goa,entertainment,nightlife,"A nightlife in Goa focused on entertainment, experience, nightlife.",entertainment|experience|nightlife,15.506994,74.150063,1,3.65,174,0.582,90,11:00,18:00,False,True,True,0.624
P0499,Central Street Market Pune 499,Pune,shopping,local_crafts,"A local crafts in Pune focused on local, market, shopping.",local|market|shopping,18.457656,73.781148,3,4.91,527,0.682,120,11:00,17:00,False,True,True,0.5
P0500,Old Food District Pune 500,Pune,neighborhood,old_town,"A old town in Pune focused on local, neighborhood.",local|neighborhood,18.500414,73.785221,4,3.84,486,0.439,180,11:00,20:00,False,False,True,0.839
